#entity	document	start	end	text	comment
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	141	146	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	231	236	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	371	375	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	578	583	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	618	623	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	794	799	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5157	851	856	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5158	98	102	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5158	272	276	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5158	1340	1344	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5159	78	82	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5159	456	460	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5159	1351	1355	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5160	38	41	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5160	501	504	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5168	474	478	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5170	242	245	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5172	1233	1237	mice	
species:ncbi:4054	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5172	1294	1300	Ninjin	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5173	105	110	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5173	597	602	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5173	695	700	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5173	1028	1034	humans	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5174	131	134	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5174	555	574	Sprague-Dawley rats	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5176	175	178	HIV	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	138	142	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	753	757	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	855	859	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	976	980	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	1070	1074	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5178	1216	1220	rats	
species:ncbi:11676	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	147	182	human immunodeficiency virus type 1	
species:ncbi:11676?0.8769782024484921	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	184	189	HIV-1	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	341	344	HIV	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	613	616	HIV	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	728	731	HIV	
species:ncbi:12721?0.9873544761140104	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5181	883	886	HIV	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5183	133	137	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5183	581	586	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5183	792	796	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5183	917	922	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5184	708	712	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5185	368	371	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	42	46	rats	
species:ncbi:197	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	52	72	Campylobacter jejuni	
species:ncbi:197	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	381	401	Campylobacter jejuni	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	440	444	rats	
species:ncbi:197	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	499	508	C. jejuni	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5190	974	977	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5192	693	696	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5192	825	829	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5192	907	911	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5192	970	973	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5194	705	710	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5196	319	324	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5197	112	115	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5199	240	243	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5200	64	67	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	311	315	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	332	336	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	515	519	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	617	621	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	760	764	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	919	923	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	983	987	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	1170	1174	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5201	1550	1554	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5202	37	41	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5202	71	75	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5202	412	416	Rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5202	1242	1246	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5203	440	444	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5203	1191	1195	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5204	991	995	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5205	1190	1195	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5205	1303	1307	mice	
species:ncbi:3702	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5210	746	757	A. thaliana	
species:ncbi:274	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5210	798	813	T. thermophilus	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5212	79	83	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5212	1114	1119	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5213	74	79	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5213	130	135	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5213	806	811	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5213	970	973	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5215	99	102	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5215	308	312	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5216	566	572	humans	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5217	145	148	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5218	281	285	mice	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	18	40	Caenorhabditis elegans	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	134	156	Caenorhabditis elegans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	348	353	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	470	475	human	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	603	613	C. elegans	
species:ncbi:4932	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5219	844	849	yeast	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5220	749	754	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5220	861	866	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5220	1162	1166	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5220	1447	1451	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5223	110	113	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5223	589	592	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5224	85	88	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5224	261	264	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5224	1703	1706	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5226	1788	1792	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5227	2	7	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5227	651	654	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5227	728	733	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5230	838	842	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5230	1150	1154	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5230	1249	1253	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5230	1420	1424	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5232	41	44	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5232	347	350	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5233	93	96	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5233	1341	1345	mice	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5235	85	90	chick	
species:ncbi:9031	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5235	531	536	chick	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5237	72	75	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5237	411	414	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5239	506	509	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5239	602	621	Sprague-Dawley rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5239	768	771	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5239	1219	1223	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5241	68	71	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5242	620	623	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	84	88	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	307	312	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	555	559	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	975	979	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	1149	1153	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5245	1393	1397	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	240	244	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	410	414	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	801	805	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	825	829	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	885	889	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	1015	1019	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5246	1131	1135	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5247	48	52	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5247	271	275	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5247	507	511	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5247	970	974	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5248	324	329	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5248	333	338	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5248	662	667	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5248	985	990	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5248	1462	1467	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5250	134	137	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5250	261	265	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5250	907	910	rat	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	34	38	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	193	197	Mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	213	218	human	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	692	696	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	897	901	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5252	1133	1137	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5259	101	106	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5259	610	615	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5260	513	516	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5263	359	363	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5268	711	714	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5268	1057	1061	rats	
species:ncbi:10047	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5270	636	653	Mongolian gerbils	
